session_id,interaction_number,move_number,timestamp,micro_timestamp,content,phase,move_type,modality,source,cognitive_load,context
unified_session_20250810_233440,1,1,2025-08-10T23:35:03.148329,1754886903.148329,I'm designing a residential complex that combines modern living with community spaces.,unknown,general,text,student,0.075,"{""sentence_position"": 0, ""text_length"": 86, ""has_question"": false, ""word_count"": 12, ""complexity_score"": 0.625}"
unified_session_20250810_233440,1,2,2025-08-10T23:35:03.248329,1754886903.248329,"The project includes apartments, shared amenities, and green spaces.",unknown,general,text,student,0.07800000000000001,"{""sentence_position"": 1, ""text_length"": 68, ""has_question"": false, ""word_count"": 9, ""complexity_score"": 0.8666666666666667}"
unified_session_20250810_233440,1,3,2025-08-10T23:35:03.348329,1754886903.348329,I want to create a sense of community while maintaining privacy and sustainability.,unknown,general,text,student,0.07100000000000001,"{""sentence_position"": 2, ""text_length"": 83, ""has_question"": false, ""word_count"": 13, ""complexity_score"": 0.5461538461538462}"
unified_session_20250810_233440,1,1,2025-08-10T23:35:03.448329,1754886903.448329,Your inquiry into designing a residential complex that harmonizes modern living with community spaces is a compelling exploration of contemporary architectural challenges.,unknown,general,text,agent,0.15000000000000002,"{""sentence_position"": 0, ""text_length"": 171, ""has_question"": false, ""word_count"": 22, ""complexity_score"": 0.6818181818181819}"
unified_session_20250810_233440,1,2,2025-08-10T23:35:03.548329,1754886903.548329,"To achieve a balance between community engagement, privacy, and sustainability, consider the following approaches:",unknown,analysis,text,agent,0.15400000000000003,"{""sentence_position"": 1, ""text_length"": 114, ""has_question"": false, ""word_count"": 14, ""complexity_score"": 1.0}"
unified_session_20250810_233440,1,3,2025-08-10T23:35:03.648329,1754886903.648329,"First, the concept of ""defensible space,"" as articulated by Oscar Newman, can guide the spatial organization of your complex.",unknown,general,text,agent,0.16399999999999998,"{""sentence_position"": 2, ""text_length"": 125, ""has_question"": false, ""word_count"": 19, ""complexity_score"": 0.8631578947368421}"
unified_session_20250810_233440,1,4,2025-08-10T23:35:03.748329,1754886903.748329,"By designing semi-public zones that transition from public to private, you can foste",unknown,general,text,agent,0.085,"{""sentence_position"": 3, ""text_length"": 84, ""has_question"": false, ""word_count"": 13, ""complexity_score"": 0.6538461538461539}"
unified_session_20250810_233440,2,1,2025-08-10T23:35:46.287817,1754886946.287817,what direction should i concentrate my circulation for it to be responsive to natural lighting?,ideation,general,text,student,0.08100000000000002,"{""sentence_position"": 0, ""text_length"": 95, ""has_question"": true, ""word_count"": 15, ""complexity_score"": 0.54}"
unified_session_20250810_233440,2,1,2025-08-10T23:35:46.387817,1754886946.387817,Processing.,ideation,general,text,agent,0.01,"{""sentence_position"": 0, ""text_length"": 11, ""has_question"": false, ""word_count"": 1, ""complexity_score"": 1.0}"
unified_session_20250810_233440,3,1,2025-08-10T23:36:05.377868,1754886965.377868,what direction should i concentrate my circulation for it to be responsive to natural lighting?,unknown,general,text,student,0.08100000000000002,"{""sentence_position"": 0, ""text_length"": 95, ""has_question"": true, ""word_count"": 15, ""complexity_score"": 0.54}"
